	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna
PSCT_01367	0.89	0.73	0.74	0.92	0.73	0.94	0.92	0.99	0.73	0.92	0.67	0.91	1.00
PSCT_01368	0.98	0.90	0.51	0.97	0.91	0.97	0.96	1.00	0.87	0.97	0.87	0.97	1.00
PSCT_01369	0.94	0.86	0.88	0.94	0.87	0.97	0.93	1.00	0.89	0.93	0.90	0.94	1.00
PSCT_01371	0.99	0.89	0.92	0.99	0.93	0.99	0.99	1.00	0.54	0.99	0.04	0.99	1.00
PSCT_01372	1.00	0.93	0.94	0.99	0.94	0.99	0.99	1.00	0.94	0.99	0.91	0.98	1.00
PSCT_01373	0.95	0.85	0.85	0.96	0.84	0.98	0.96	1.00	0.87	0.96	0.79	0.96	1.00
PSCT_01374	0.86	0.75	0.77	0.81	0.73	0.94	0.83	1.00	0.78	0.83	0.72	0.83	1.00
PSCT_01375	0.94	0.88	0.88	0.97	0.20	0.98	0.97	1.00	0.21	0.96	0.77	0.96	1.00
PSCT_01376	0.94	0.85	0.84	0.93	0.80	0.93	0.93	0.99	0.84	0.93	0.68	0.93	1.00
PSCT_01377	0.98	0.94	0.94	0.97	0.90	0.99	0.96	0.99	0.90	0.97	0.83	0.97	1.00
PSCT_01378	0.99	0.89	0.90	0.98	0.93	0.98	0.98	1.00	0.89	0.98	0.89	0.98	1.00
PSCT_01379	0.90	0.74	0.75	0.95	0.75	0.98	0.96	0.99	0.74	0.95	0.67	0.95	1.00
PSCT_01380	0.98	0.93	0.94	0.99	0.92	0.98	0.99	1.00	0.93	0.98	0.94	0.98	1.00
PSCT_01382	0.60	0.82	0.81	0.88	0.79	0.93	0.88	0.97	0.79	0.88	0.76	0.89	1.00
PSCT_01383	0.82	0.61	0.67	0.78	0.62	0.84	0.81	0.91	0.00	0.80	0.00	0.83	1.00
PSCT_01384	0.97	0.82	0.85	0.94	0.81	0.99	0.94	0.97	0.83	0.91	0.68	0.94	1.00
PSCT_01385	0.97	0.86	0.87	0.95	0.86	0.98	0.95	1.00	0.90	0.95	0.70	0.95	1.00
PSCT_01386	0.72	0.44	0.46	0.68	0.39	0.82	0.69	0.98	0.48	0.68	0.32	0.69	1.00
PSCT_01387	0.90	0.68	0.71	0.91	0.67	0.95	0.91	0.98	0.13	0.91	0.45	0.90	1.00
PSCT_01388	0.95	0.80	0.82	0.91	0.78	0.97	0.91	1.00	0.81	0.90	0.70	0.90	1.00
PSCT_01389	0.90	0.76	0.05	0.90	0.76	0.95	0.90	1.00	0.74	0.90	0.06	0.90	1.00
PSCT_01390	0.97	0.89	0.88	0.99	0.90	0.99	0.99	1.00	0.88	0.99	0.59	0.98	1.00
PSCT_01391	0.91	0.82	0.83	0.91	0.83	0.92	0.91	0.99	0.82	0.91	0.75	0.91	1.00
PSCT_01392	0.95	0.89	0.88	0.94	0.89	0.95	0.94	1.00	0.89	0.94	0.73	0.94	1.00
PSCT_01393	0.91	0.85	0.87	0.90	0.80	0.97	0.90	0.97	0.87	0.90	0.79	0.90	1.00
PSCT_01394	0.90	0.67	0.67	0.87	0.81	0.95	0.87	0.98	0.72	0.87	0.67	0.87	1.00
PSCT_01395	0.98	0.91	0.92	0.98	0.97	0.98	0.98	1.00	0.89	0.98	0.86	0.98	1.00
PSCT_01398	0.96	0.82	0.85	0.95	0.86	0.96	0.95	0.99	0.84	0.95	0.75	0.95	1.00
PSCT_01399	0.99	0.96	0.97	0.97	0.95	0.99	0.97	1.00	0.97	0.97	0.84	0.97	1.00
PSCT_01400	0.95	0.88	0.90	0.97	0.83	0.96	0.97	0.99	0.89	0.97	0.80	0.96	1.00
PSCT_01401	0.79	0.97	0.95	0.80	0.84	0.79	0.80	0.99	0.80	0.80	0.84	0.80	1.00
PSCT_01402	0.96	0.04	0.91	0.95	0.04	0.98	0.95	1.00	0.00	0.95	0.87	0.95	1.00
PSCT_01403	0.77	0.69	0.73	0.92	0.18	0.78	0.91	0.99	0.05	0.91	0.68	0.91	1.00
PSCT_01404	0.94	0.80	0.81	0.93	0.09	0.91	0.93	0.98	0.00	0.93	0.76	0.94	1.00
PSCT_01405	0.94	0.89	0.89	0.96	0.00	0.96	0.96	1.00	0.00	0.96	0.80	0.96	1.00
PSCT_01406	0.98	0.00	0.94	0.99	0.00	0.99	0.99	1.00	0.09	0.99	0.89	0.99	1.00
PSCT_01407	0.99	0.93	0.93	0.98	0.95	0.99	0.98	1.00	0.93	0.99	0.90	0.97	1.00
PSCT_01408	0.97	0.84	0.84	0.97	0.82	0.98	0.96	0.99	0.07	0.96	0.83	0.97	1.00
PSCT_01409	0.99	0.92	0.91	0.96	0.89	0.99	0.97	0.99	0.88	0.97	0.20	0.98	1.00
PSCT_01410	0.95	0.68	0.68	0.96	0.69	1.00	0.95	1.00	0.75	0.97	0.69	0.96	1.00
PSCT_01411	0.96	0.94	0.94	0.98	0.89	0.97	0.98	0.99	0.92	0.97	0.93	0.98	1.00
PSCT_01412	0.99	0.91	0.90	0.98	0.87	0.98	0.98	1.00	0.92	0.98	0.89	0.98	1.00
PSCT_01413	0.99	0.94	0.93	0.98	0.93	1.00	0.98	1.00	0.93	0.98	0.85	0.98	1.00
PSCT_01414	0.96	0.07	0.07	0.96	0.96	0.98	0.97	0.99	0.00	0.62	0.07	0.43	1.00
PSCT_01415	0.92	0.00	0.00	0.98	0.91	0.99	0.98	0.99	0.94	0.98	0.88	0.98	1.00
PSCT_01416	0.90	0.90	0.87	0.96	0.80	1.00	0.96	1.00	0.87	0.96	0.80	0.96	1.00
PSCT_01417	0.87	0.71	0.76	0.94	0.84	0.97	0.94	1.00	0.75	0.94	0.69	0.94	1.00
PSCT_01418	0.96	0.80	0.83	0.97	0.79	0.99	0.97	0.99	0.83	0.97	0.65	0.97	1.00
PSCT_01419	0.96	0.75	0.77	0.91	0.75	0.96	0.91	1.00	0.00	0.91	0.69	0.91	1.00
PSCT_01420	0.96	0.82	0.83	0.96	0.81	0.96	0.95	1.00	0.81	0.96	0.75	0.96	1.00
PSCT_01421	0.98	0.84	0.84	0.98	0.87	1.00	0.99	1.00	0.96	0.99	0.88	0.99	1.00
PSCT_01422	0.94	0.84	0.82	0.92	0.82	0.95	0.92	1.00	0.84	0.92	0.79	0.92	1.00
PSCT_01423	0.93	0.30	0.27	0.90	0.37	0.98	0.90	0.99	0.69	0.90	0.31	0.90	1.00
PSCT_01424	0.85	0.74	0.71	0.79	0.70	0.88	0.84	0.97	0.79	0.84	0.66	0.86	1.00
PSCT_01425	0.96	0.81	0.81	0.94	0.79	0.96	0.94	0.97	0.80	0.94	0.66	0.94	1.00
PSCT_01426	0.91	0.79	0.78	0.92	0.81	0.92	0.92	1.00	0.83	0.91	0.78	0.92	1.00
PSCT_01427	0.95	0.70	0.70	0.85	0.67	0.89	0.84	0.99	0.74	0.85	0.54	0.85	1.00
PSCT_01428	0.98	0.79	0.78	0.93	0.79	0.97	0.93	1.00	0.81	0.93	0.67	0.92	1.00
PSCT_01429	0.98	0.90	0.90	0.96	0.90	0.99	0.96	1.00	0.89	0.96	0.85	0.96	1.00
PSCT_01430	0.88	0.73	0.73	0.89	0.73	0.93	0.90	0.99	0.85	0.89	0.23	0.88	1.00
PSCT_01431	0.61	0.44	0.48	0.64	0.41	0.70	0.64	0.98	0.43	0.64	0.05	0.65	1.00
PSCT_01432	0.91	0.51	0.53	0.84	0.18	0.86	0.90	1.00	0.18	0.89	0.19	0.89	1.00
PSCT_01433	0.99	0.89	0.91	0.99	0.60	0.99	0.99	0.99	0.92	0.99	0.84	0.98	1.00
PSCT_01434	0.97	0.78	0.79	0.96	0.61	0.97	0.94	0.98	0.80	0.95	0.74	0.95	1.00
PSCT_01435	0.97	0.88	0.87	0.95	0.55	0.97	0.95	0.97	0.88	0.95	0.57	0.92	1.00
PSCT_01436	0.98	0.83	0.81	0.96	0.69	0.99	0.97	0.99	0.85	0.97	0.64	0.96	1.00
PSCT_01437	0.92	0.76	0.78	0.94	0.77	0.97	0.92	0.99	0.78	0.93	0.41	0.94	1.00
PSCT_01438	0.93	0.75	0.75	0.93	0.03	0.97	0.93	0.99	0.75	0.93	0.73	0.93	1.00
PSCT_01439	0.95	0.78	0.78	0.94	0.00	0.99	0.94	1.00	0.77	0.93	0.68	0.94	1.00
PSCT_01440	0.93	0.77	0.76	0.93	0.00	0.94	0.93	1.00	0.79	0.93	0.75	0.93	1.00
PSCT_01441	0.95	0.86	0.88	0.98	0.42	0.98	0.98	0.99	0.72	0.98	0.77	0.98	0.99
PSCT_01442	0.72	0.69	0.72	0.74	0.40	0.69	0.73	0.85	0.72	0.76	0.65	0.76	1.00
PSCT_01443	0.92	0.75	0.64	0.91	0.82	0.93	0.91	1.00	0.75	0.91	0.70	0.91	1.00
PSCT_01444	0.97	0.87	0.89	0.97	0.86	0.96	0.97	1.00	0.88	0.97	0.31	0.97	1.00
PSCT_01445	0.90	0.71	0.72	0.83	0.13	0.89	0.85	0.94	0.15	0.85	0.15	0.85	1.00
PSCT_01446	0.91	0.68	0.70	0.82	0.70	0.91	0.82	1.00	0.68	0.82	0.61	0.82	1.00
PSCT_01447	0.46	0.47	0.46	0.43	0.44	0.46	0.45	1.00	0.46	0.45	0.46	0.45	1.00
PSCT_01448	0.05	0.05	0.08	0.05	0.05	0.06	0.06	1.00	0.20	0.06	0.33	0.06	1.00
PSCT_01449	0.05	0.00	0.00	0.05	0.04	0.06	0.05	0.99	0.05	0.05	0.00	0.05	1.00
PSCT_01450	0.14	0.17	0.16	0.15	0.15	0.14	0.15	1.00	0.14	0.15	0.24	0.15	1.00
PSCT_01451	0.60	0.53	0.47	0.58	0.62	0.57	0.58	1.00	0.57	0.58	0.59	0.58	1.00
PSCT_01452	0.86	0.74	0.74	0.83	0.83	0.86	0.83	0.98	0.59	0.83	0.59	0.83	1.00
PSCT_01453	0.68	0.41	0.44	0.65	0.62	0.66	0.64	0.93	0.15	0.65	0.18	0.65	1.00
PSCT_01454	0.90	0.83	0.82	0.78	0.92	0.92	0.91	0.99	0.74	0.78	0.75	0.93	1.00
PSCT_01455	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.07	0.00	1.00
PSCT_01456	0.08	0.09	0.08	0.08	0.00	0.09	0.00	0.99	0.00	0.00	0.00	0.00	1.00
PSCT_01457	0.77	0.71	0.00	0.13	0.82	0.00	0.13	1.00	0.00	0.13	0.13	0.13	1.00
PSCT_01458	0.91	0.76	0.73	0.91	0.80	0.90	0.91	1.00	0.67	0.91	0.60	0.91	1.00
PSCT_01459	0.87	0.62	0.61	0.62	0.57	0.83	0.60	0.99	0.54	0.62	0.31	0.62	1.00
PSCT_01460	0.33	0.32	0.32	0.32	0.33	0.32	0.32	0.99	0.35	0.33	0.32	0.32	1.00
PSCT_01461	0.19	0.18	0.19	0.54	0.54	0.26	0.26	0.98	0.26	0.54	0.58	0.17	1.00
PSCT_01462	0.98	0.95	0.95	0.97	0.96	0.98	0.97	1.00	0.86	0.97	0.87	0.97	1.00
PSCT_01463	0.93	0.67	0.68	0.87	0.83	0.94	0.87	0.99	0.55	0.82	0.54	0.86	1.00
PSCT_01464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	0.10	0.00	1.00
PSCT_01465	0.91	0.67	0.16	0.22	0.83	0.91	0.22	0.99	0.69	0.91	0.18	0.92	1.00
PSCT_01466	0.94	0.80	0.40	0.47	0.87	0.96	0.47	1.00	0.78	0.93	0.38	0.93	1.00
PSCT_01467	0.93	0.68	0.36	0.38	0.80	0.90	0.38	0.99	0.68	0.93	0.37	0.93	1.00
PSCT_01468	0.97	0.73	0.10	0.91	0.78	0.97	0.91	1.00	0.74	0.98	0.64	0.98	1.00
PSCT_01469	0.91	0.75	0.00	0.87	0.77	0.93	0.86	0.97	0.75	0.89	0.00	0.91	1.00
PSCT_01470	0.96	0.79	0.81	0.95	0.92	0.96	0.96	0.99	0.81	0.95	0.75	0.96	1.00
PSCT_01471	0.12	0.12	0.12	0.12	0.14	0.17	0.12	0.12	0.84	0.14	0.15	0.12	1.00
PSCT_01472	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.90	0.04	0.04	0.04	1.00
PSCT_01473	0.17	0.18	0.17	0.18	0.18	0.18	0.18	0.18	0.90	0.18	0.18	0.18	1.00
PSCT_01474	0.04	0.45	0.45	0.04	0.04	0.04	0.00	0.04	0.80	0.00	0.47	0.00	1.00
PSCT_01475	0.97	0.90	0.90	0.96	0.89	0.96	0.96	0.99	0.91	0.96	0.83	0.96	1.00
PSCT_01476	0.14	0.12	0.14	0.13	0.14	0.14	0.14	1.00	0.15	0.15	0.15	0.14	1.00
PSCT_01477	0.00	0.00	0.00	0.00	0.00	0.08	0.00	1.00	0.00	0.00	0.00	0.00	1.00
PSCT_01478	0.81	0.00	0.00	0.80	0.80	0.81	0.81	1.00	0.00	0.80	0.00	0.80	1.00
PSCT_01479	0.95	0.24	0.20	0.94	0.93	0.98	0.94	1.00	0.90	0.94	0.87	0.94	1.00
PSCT_01480	0.99	0.10	0.07	0.99	0.95	0.99	0.99	1.00	0.96	0.99	0.91	0.99	1.00
PSCT_01481	0.95	0.15	0.33	0.95	0.83	0.97	0.95	1.00	0.82	0.95	0.76	0.95	1.00
PSCT_01482	1.00	0.95	0.93	0.97	0.92	0.98	0.97	1.00	0.95	0.97	0.85	0.97	1.00
PSCT_01483	0.92	0.79	0.78	0.92	0.88	0.93	0.92	1.00	0.82	0.92	0.80	0.92	1.00
PSCT_01484	0.95	0.90	0.89	0.94	0.91	0.95	0.95	1.00	0.92	0.95	0.81	0.94	1.00
PSCT_01485	0.98	0.95	0.94	0.97	0.92	0.98	0.97	0.99	0.95	0.97	0.82	0.98	1.00
PSCT_01486	0.97	0.92	0.91	0.96	0.92	0.97	0.95	0.97	0.93	0.95	0.90	0.95	1.00
PSCT_01487	0.96	0.83	0.00	0.94	0.96	0.53	0.00	1.00	0.00	0.97	0.53	0.00	1.00
PSCT_01488	0.91	0.79	0.79	0.91	0.80	0.91	0.87	0.99	0.81	0.87	0.74	0.87	1.00
PSCT_01489	0.95	0.74	0.74	0.93	0.89	0.96	0.93	0.97	0.76	0.93	0.00	0.93	1.00
PSCT_01490	0.97	0.91	0.90	0.96	0.90	0.97	0.96	1.00	0.93	0.97	0.75	0.96	1.00
PSCT_01491	0.98	0.89	0.89	0.97	0.89	0.98	0.96	0.99	0.89	0.97	0.81	0.96	1.00
PSCT_01492	0.91	0.66	0.68	0.92	0.76	0.93	0.95	0.93	0.70	0.95	0.59	0.95	1.00
PSCT_01493	0.76	0.11	0.00	0.75	0.50	0.77	0.79	0.75	0.12	0.79	0.53	0.79	1.00
PSCT_01494	0.95	0.95	0.94	0.88	0.82	0.95	0.88	0.98	0.92	0.89	0.77	0.88	1.00
PSCT_01495	0.85	0.67	0.72	0.87	0.73	0.97	0.92	0.99	0.60	0.93	0.00	0.92	1.00
PSCT_01496	0.86	0.66	0.67	0.84	0.70	0.96	0.88	1.00	0.65	0.88	0.56	0.88	1.00
PSCT_01497	0.97	0.85	0.82	0.59	0.87	0.97	0.94	1.00	0.82	0.94	0.79	0.93	1.00
PSCT_01498	0.64	0.47	0.50	0.61	0.46	0.75	0.62	0.93	0.49	0.61	0.44	0.61	1.00
PSCT_01499	0.97	0.26	0.16	0.95	0.81	0.96	0.94	0.99	0.18	0.95	0.17	0.95	1.00
PSCT_01500	0.84	0.61	0.08	0.84	0.67	0.88	0.84	0.98	0.58	0.84	0.08	0.85	1.00
PSCT_01501	0.88	0.71	0.71	0.87	0.75	0.95	0.87	0.98	0.74	0.87	0.66	0.87	1.00
PSCT_01502	0.95	0.78	0.78	0.94	0.77	0.96	0.94	0.99	0.78	0.94	0.70	0.67	1.00
PSCT_01503	1.00	0.86	0.84	0.98	0.89	1.00	0.98	1.00	0.88	0.98	0.32	0.98	1.00
PSCT_01504	0.98	0.89	0.88	0.97	0.93	0.98	0.97	1.00	0.86	0.97	0.32	0.97	1.00
PSCT_01505	0.99	0.93	0.92	0.97	0.93	0.99	0.96	1.00	0.94	0.97	0.90	0.97	1.00
PSCT_01506	0.91	0.33	0.79	0.83	0.72	0.93	0.83	1.00	0.74	0.83	0.72	0.83	1.00
PSCT_01507	1.00	0.27	0.94	0.99	0.95	1.00	0.99	1.00	0.98	0.99	0.87	0.99	1.00
PSCT_01508	0.97	0.92	0.90	0.96	0.90	0.96	0.96	1.00	0.90	0.96	0.86	0.96	1.00
PSCT_01509	0.99	0.91	0.95	0.97	0.92	0.98	0.97	1.00	0.93	0.97	0.81	0.96	1.00
PSCT_01510	0.76	0.72	0.68	0.90	0.69	0.96	0.92	1.00	0.69	0.90	0.50	0.92	1.00
PSCT_01511	0.00	0.80	0.80	0.89	0.76	0.92	0.89	0.99	0.81	0.89	0.00	0.89	1.00
PSCT_01512	0.92	0.74	0.72	0.94	0.75	0.96	0.94	1.00	0.80	0.94	0.00	0.94	1.00
PSCT_01513	0.82	0.79	0.78	0.80	0.72	0.91	0.80	0.98	0.77	0.79	0.68	0.80	1.00
PSCT_01514	0.93	0.93	0.90	0.92	0.84	0.95	0.92	0.99	0.88	0.92	0.75	0.92	1.00
PSCT_01515	0.93	0.95	0.92	0.92	0.83	0.99	0.92	0.99	0.87	0.92	0.72	0.93	1.00
PSCT_01516	0.97	0.98	0.97	0.97	0.89	1.00	0.97	1.00	0.90	0.97	0.84	0.96	1.00
PSCT_01517	0.85	0.69	0.72	0.88	0.65	0.99	0.88	0.99	0.73	0.88	0.66	0.88	1.00
PSCT_01518	0.56	0.70	0.69	0.88	0.73	0.99	0.88	1.00	0.71	0.88	0.61	0.88	1.00
PSCT_01519	0.72	0.00	0.00	0.74	0.47	0.96	0.73	0.97	0.00	0.73	0.36	0.73	1.00
PSCT_01520	0.98	0.91	0.92	0.97	0.94	0.99	0.97	1.00	0.92	0.97	0.89	0.97	1.00
PSCT_01521	0.99	0.94	0.94	0.98	0.94	0.99	0.98	1.00	0.95	0.98	0.90	0.98	1.00
PSCT_01522	0.98	0.89	0.90	0.95	0.89	0.98	0.95	1.00	0.91	0.95	0.82	0.95	1.00
PSCT_01523	0.98	0.92	0.93	0.98	0.93	1.00	0.98	1.00	0.95	0.98	0.92	0.98	1.00
PSCT_01524	0.96	0.82	0.84	0.97	0.91	0.99	0.97	1.00	0.86	0.97	0.81	0.87	1.00
PSCT_01525	1.00	0.94	0.96	0.97	0.91	0.98	0.97	1.00	0.92	0.97	0.91	0.92	1.00
PSCT_01526	0.99	0.98	0.96	0.99	0.96	0.99	0.99	1.00	0.98	0.99	0.92	0.98	1.00
PSCT_01527	0.99	0.96	0.96	0.96	0.95	0.99	0.99	1.00	0.96	0.99	0.93	0.99	1.00
PSCT_01528	0.91	0.70	0.72	0.89	0.71	0.92	0.89	0.99	0.70	0.89	0.65	0.89	1.00
PSCT_01529	0.98	0.86	0.84	0.92	0.86	0.97	0.92	1.00	0.82	0.92	0.81	0.94	1.00
PSCT_01530	0.99	0.93	0.93	0.99	0.98	1.00	0.99	1.00	0.93	0.99	0.94	0.99	1.00
PSCT_01531	0.95	0.84	0.89	0.93	0.79	0.95	0.93	0.99	0.88	0.93	0.80	0.93	1.00
PSCT_01532	0.91	0.59	0.60	0.82	0.53	0.92	0.82	1.00	0.61	0.82	0.50	0.82	1.00
PSCT_01533	0.88	0.68	0.67	0.88	0.65	0.94	0.88	1.00	0.62	0.88	0.56	0.87	1.00
PSCT_01534	0.97	0.90	0.90	0.97	0.89	1.00	0.97	1.00	0.90	0.97	0.82	0.97	1.00
PSCT_01535	0.97	0.87	0.89	0.96	0.87	0.99	0.96	1.00	0.89	0.95	0.80	0.96	1.00
PSCT_01536	0.96	0.85	0.84	0.96	0.85	0.98	0.96	0.99	0.85	0.96	0.73	0.96	1.00
PSCT_01537	0.95	0.85	0.85	0.95	0.88	0.98	0.95	1.00	0.85	0.95	0.73	0.95	1.00
PSCT_01538	0.83	0.65	0.67	0.81	0.63	0.88	0.81	0.99	0.67	0.81	0.66	0.81	1.00
PSCT_01539	1.00	0.96	0.96	0.99	0.94	1.00	0.99	1.00	0.97	0.99	0.91	0.99	1.00
PSCT_01540	0.98	0.85	0.85	0.97	0.91	0.99	0.97	0.99	0.85	0.97	0.81	0.97	0.99
PSCT_01541	0.89	0.82	0.82	0.86	0.75	0.92	0.86	0.98	0.83	0.86	0.75	0.86	1.00
PSCT_01542	0.98	0.96	0.95	0.94	0.94	0.98	0.94	0.98	0.93	0.94	0.79	0.94	1.00
PSCT_01543	0.93	0.87	0.86	0.95	0.84	0.94	0.94	1.00	0.91	0.95	0.84	0.94	1.00
PSCT_01544	0.78	0.67	0.68	0.94	0.69	0.80	0.94	0.99	0.71	0.92	0.69	0.93	1.00
PSCT_01545	0.87	0.70	0.70	0.83	0.70	0.86	0.82	1.00	0.72	0.83	0.74	0.82	1.00
PSCT_01546	0.87	0.71	0.71	0.86	0.71	0.90	0.86	1.00	0.72	0.86	0.63	0.85	1.00
PSCT_01547	0.99	0.93	0.92	0.98	0.92	0.99	0.98	0.99	0.93	0.97	0.89	0.98	1.00
PSCT_01548	0.84	0.73	0.74	0.81	0.63	0.89	0.81	0.98	0.68	0.80	0.60	0.82	1.00
PSCT_01549	0.96	0.85	0.85	0.94	0.87	0.98	0.94	0.99	0.89	0.94	0.78	0.94	1.00
PSCT_01550	0.81	0.68	0.70	0.79	0.68	0.84	0.77	0.99	0.73	0.79	0.66	0.79	1.00
PSCT_01551	0.84	0.80	0.74	0.80	0.57	0.82	0.80	0.98	0.69	0.80	0.44	0.80	1.00
PSCT_01552	0.98	0.97	0.97	0.98	0.96	0.98	0.98	1.00	0.94	0.98	0.89	0.98	1.00
PSCT_01553	0.88	0.75	0.78	0.87	0.70	0.99	0.86	0.99	0.77	0.86	0.65	0.86	1.00
PSCT_01554	0.96	0.89	0.90	0.96	0.90	0.98	0.96	0.99	0.92	0.96	0.90	0.96	1.00
PSCT_01555	0.99	0.96	0.97	0.99	0.96	0.99	0.99	1.00	0.95	0.99	0.94	0.99	1.00
PSCT_01556	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00
PSCT_01557	0.98	0.95	0.95	0.97	0.94	0.97	0.97	1.00	0.94	0.97	0.90	0.97	1.00
PSCT_01558	0.83	0.66	0.64	0.81	0.60	0.86	0.80	0.99	0.64	0.80	0.67	0.80	1.00
PSCT_01559	0.90	0.75	0.78	0.91	0.79	0.94	0.92	1.00	0.77	0.92	0.70	0.92	1.00
PSCT_01560	0.91	0.81	0.84	0.91	0.80	0.93	0.92	0.99	0.82	0.92	0.83	0.92	1.00
PSCT_01561	0.96	0.82	0.82	0.94	0.80	0.98	0.94	1.00	0.80	0.94	0.76	0.94	1.00
PSCT_01562	1.00	0.97	0.97	0.98	0.98	1.00	0.98	1.00	0.99	0.98	0.96	0.98	1.00
PSCT_01563	0.96	0.85	0.87	0.92	0.85	0.96	0.92	0.99	0.89	0.92	0.85	0.92	1.00
PSCT_01564	0.97	0.87	0.86	0.95	0.89	0.98	0.95	1.00	0.88	0.95	0.06	0.95	1.00
PSCT_01565	0.89	0.77	0.78	0.89	0.82	0.93	0.90	0.99	0.80	0.89	0.72	0.89	1.00
PSCT_01566	0.99	0.95	0.96	0.99	0.94	1.00	0.99	1.00	0.94	0.99	0.95	0.99	1.00
PSCT_01567	0.93	0.00	0.00	0.77	0.00	0.95	0.90	0.99	0.00	0.90	0.77	0.90	1.00
PSCT_01568	0.91	0.78	0.80	0.95	0.81	0.96	0.95	0.99	0.84	0.94	0.72	0.93	1.00
PSCT_01569	0.90	0.80	0.79	0.90	0.83	0.90	0.90	0.98	0.79	0.90	0.76	0.90	1.00
PSCT_01570	1.00	0.96	0.97	0.99	0.96	0.99	0.99	1.00	0.96	0.99	0.88	0.99	1.00
PSCT_01571	0.98	0.97	0.96	0.98	0.97	0.99	0.99	1.00	0.96	0.99	0.96	0.99	1.00
PSCT_01572	0.98	0.95	0.93	0.97	0.95	1.00	0.98	1.00	0.95	0.98	0.89	0.98	1.00
PSCT_01573	0.86	0.62	0.61	0.86	0.52	0.91	0.86	1.00	0.61	0.87	0.50	0.87	1.00
PSCT_01574	0.78	0.55	0.56	0.82	0.57	0.82	0.82	1.00	0.51	0.83	0.50	0.83	1.00
PSCT_01575	0.87	0.61	0.61	0.88	0.66	0.87	0.88	0.98	0.60	0.87	0.59	0.88	1.00
PSCT_01576	0.98	0.89	0.89	0.98	0.93	0.98	0.98	1.00	0.88	0.98	0.89	0.98	1.00
PSCT_01577	0.57	0.31	0.35	0.57	0.32	0.77	0.57	0.98	0.13	0.57	0.23	0.58	1.00
PSCT_01578	0.83	0.63	0.65	0.84	0.62	0.86	0.83	1.00	0.43	0.84	0.24	0.83	1.00
PSCT_01579	0.98	0.82	0.76	0.98	0.85	0.98	0.98	1.00	0.85	0.98	0.64	0.98	1.00
PSCT_01580	0.98	0.87	0.87	0.96	0.88	0.97	0.97	1.00	0.86	0.97	0.84	0.96	1.00
PSCT_01581	0.99	0.89	0.89	0.98	0.88	0.99	0.98	0.99	0.89	0.98	0.12	0.97	1.00
PSCT_01582	0.97	0.91	0.89	0.96	0.87	0.97	0.96	1.00	0.86	0.96	0.89	0.96	1.00
PSCT_01583	0.96	0.88	0.89	0.95	0.92	0.96	0.95	1.00	0.93	0.95	0.77	0.95	1.00
PSCT_01584	0.99	0.89	0.91	0.99	0.90	0.99	0.99	0.99	0.89	0.99	0.82	0.99	1.00
PSCT_01585	0.96	0.88	0.87	0.96	0.90	0.98	0.96	0.99	0.86	0.96	0.82	0.96	1.00
PSCT_01586	0.99	0.95	0.95	0.99	0.96	0.99	0.99	1.00	0.94	0.99	0.91	0.99	1.00
PSCT_01587	0.94	0.79	0.80	0.93	0.83	0.95	0.93	0.98	0.82	0.93	0.73	0.93	1.00
PSCT_01588	0.97	0.94	0.93	0.98	0.94	0.98	0.98	0.99	0.93	0.98	0.87	0.98	1.00
PSCT_01589	0.90	0.77	0.79	0.98	0.79	0.97	0.96	1.00	0.81	0.96	0.65	0.96	1.00
PSCT_01590	0.96	0.79	0.80	0.95	0.85	1.00	0.97	1.00	0.74	0.97	0.76	0.97	1.00
PSCT_01591	0.90	0.70	0.71	0.89	0.71	0.93	0.84	0.99	0.69	0.89	0.65	0.89	1.00
PSCT_01592	0.88	0.71	0.71	0.91	0.66	0.94	0.91	0.96	0.67	0.91	0.71	0.91	1.00
PSCT_01593	0.75	0.44	0.47	0.71	0.45	0.82	0.72	0.91	0.47	0.71	0.37	0.73	1.00
PSCT_01594	0.90	0.69	0.67	0.94	0.76	0.95	0.93	0.99	0.70	0.94	0.64	0.94	1.00
PSCT_01595	1.00	0.97	0.97	1.00	0.99	1.00	1.00	1.00	0.97	1.00	0.93	1.00	1.00
PSCT_01596	0.97	0.91	0.88	0.93	0.94	1.00	0.93	0.98	0.91	0.93	0.85	0.93	1.00
PSCT_01597	0.93	0.84	0.84	0.91	0.81	0.97	0.91	1.00	0.81	0.91	0.69	0.90	1.00
